family,fold,project,partition,task,class,count
pooled,2,TPTP,TRAINING,S3,HIGH,1089
pooled,2,TPTP,TRAINING,S3,MEDIUM,2566
pooled,2,TPTP,TRAINING,S3,LOW,128
pooled,2,TPTP,TRAINING,S2,HIGH_IMPACT,1089
pooled,2,TPTP,TRAINING,S2,LOWER_IMPACT,2694
pooled,2,TPTP,VALIDATION,S6,blocker,96
pooled,2,TPTP,VALIDATION,S6,critical,237
pooled,2,TPTP,VALIDATION,S6,major,459
pooled,2,TPTP,VALIDATION,S6,normal,1012
pooled,2,TPTP,VALIDATION,S6,minor,23
pooled,2,TPTP,VALIDATION,S6,trivial,5
pooled,2,TPTP,VALIDATION,S3,HIGH,792
pooled,2,TPTP,VALIDATION,S3,MEDIUM,1012
pooled,2,TPTP,VALIDATION,S3,LOW,28
pooled,2,TPTP,VALIDATION,S2,HIGH_IMPACT,792
pooled,2,TPTP,VALIDATION,S2,LOWER_IMPACT,1040
pooled,3,BIRT,TRAINING,S6,blocker,418
pooled,3,BIRT,TRAINING,S6,critical,660
pooled,3,BIRT,TRAINING,S6,major,1905
pooled,3,BIRT,TRAINING,S6,normal,9238
pooled,3,BIRT,TRAINING,S6,minor,379
pooled,3,BIRT,TRAINING,S6,trivial,78
pooled,3,BIRT,TRAINING,S3,HIGH,2983
pooled,3,BIRT,TRAINING,S3,MEDIUM,9238
pooled,3,BIRT,TRAINING,S3,LOW,457
pooled,3,BIRT,TRAINING,S2,HIGH_IMPACT,2983
pooled,3,BIRT,TRAINING,S2,LOWER_IMPACT,9695
pooled,3,BIRT,VALIDATION,S6,blocker,101
pooled,3,BIRT,VALIDATION,S6,critical,138
pooled,3,BIRT,VALIDATION,S6,major,365
pooled,3,BIRT,VALIDATION,S6,normal,3429
pooled,3,BIRT,VALIDATION,S6,minor,87
pooled,3,BIRT,VALIDATION,S6,trivial,17
pooled,3,BIRT,VALIDATION,S3,HIGH,604
pooled,3,BIRT,VALIDATION,S3,MEDIUM,3429
pooled,3,BIRT,VALIDATION,S3,LOW,104
pooled,3,BIRT,VALIDATION,S2,HIGH_IMPACT,604
pooled,3,BIRT,VALIDATION,S2,LOWER_IMPACT,3533
pooled,3,MYLYN,TRAINING,S6,blocker,94
pooled,3,MYLYN,TRAINING,S6,critical,144
pooled,3,MYLYN,TRAINING,S6,major,454
pooled,3,MYLYN,TRAINING,S6,normal,3995
pooled,3,MYLYN,TRAINING,S6,minor,822
pooled,3,MYLYN,TRAINING,S6,trivial,294
pooled,3,MYLYN,TRAINING,S3,HIGH,692
pooled,3,MYLYN,TRAINING,S3,MEDIUM,3995
pooled,3,MYLYN,TRAINING,S3,LOW,1116
pooled,3,MYLYN,TRAINING,S2,HIGH_IMPACT,692
pooled,3,MYLYN,TRAINING,S2,LOWER_IMPACT,5111
pooled,3,MYLYN,VALIDATION,S6,blocker,8
pooled,3,MYLYN,VALIDATION,S6,critical,30
pooled,3,MYLYN,VALIDATION,S6,major,178
pooled,3,MYLYN,VALIDATION,S6,normal,1311
pooled,3,MYLYN,VALIDATION,S6,minor,218
pooled,3,MYLYN,VALIDATION,S6,trivial,160
pooled,3,MYLYN,VALIDATION,S3,HIGH,216
pooled,3,MYLYN,VALIDATION,S3,MEDIUM,1311
pooled,3,MYLYN,VALIDATION,S3,LOW,378
pooled,3,MYLYN,VALIDATION,S2,HIGH_IMPACT,216
pooled,3,MYLYN,VALIDATION,S2,LOWER_IMPACT,1689
pooled,3,CDT,TRAINING,S6,blocker,170
pooled,3,CDT,TRAINING,S6,critical,321
pooled,3,CDT,TRAINING,S6,major,1287
pooled,3,CDT,TRAINING,S6,normal,9312
pooled,3,CDT,TRAINING,S6,minor,605
pooled,3,CDT,TRAINING,S6,trivial,128
pooled,3,CDT,TRAINING,S3,HIGH,1778
pooled,3,CDT,TRAINING,S3,MEDIUM,9312
pooled,3,CDT,TRAINING,S3,LOW,733
pooled,3,CDT,TRAINING,S2,HIGH_IMPACT,1778
pooled,3,CDT,TRAINING,S2,LOWER_IMPACT,10045
pooled,3,CDT,VALIDATION,S6,blocker,30
pooled,3,CDT,VALIDATION,S6,critical,91
pooled,3,CDT,VALIDATION,S6,major,309
pooled,3,CDT,VALIDATION,S6,normal,3118
pooled,3,CDT,VALIDATION,S6,minor,215
pooled,3,CDT,VALIDATION,S6,trivial,47
pooled,3,CDT,VALIDATION,S3,HIGH,430
pooled,3,CDT,VALIDATION,S3,MEDIUM,3118
pooled,3,CDT,VALIDATION,S3,LOW,262
pooled,3,CDT,VALIDATION,S2,HIGH_IMPACT,430
pooled,3,CDT,VALIDATION,S2,LOWER_IMPACT,3380
pooled,3,EQUINOX,TRAINING,S6,blocker,151
pooled,3,EQUINOX,TRAINING,S6,critical,254
pooled,3,EQUINOX,TRAINING,S6,major,567
pooled,3,EQUINOX,TRAINING,S6,normal,6639
pooled,3,EQUINOX,TRAINING,S6,minor,204
pooled,3,EQUINOX,TRAINING,S6,trivial,58
pooled,3,EQUINOX,TRAINING,S3,HIGH,972
pooled,3,EQUINOX,TRAINING,S3,MEDIUM,6639
pooled,3,EQUINOX,TRAINING,S3,LOW,262
pooled,3,EQUINOX,TRAINING,S2,HIGH_IMPACT,972
pooled,3,EQUINOX,TRAINING,S2,LOWER_IMPACT,6901
pooled,3,EQUINOX,VALIDATION,S6,blocker,34
pooled,3,EQUINOX,VALIDATION,S6,critical,107
pooled,3,EQUINOX,VALIDATION,S6,major,293
pooled,3,EQUINOX,VALIDATION,S6,normal,1986
pooled,3,EQUINOX,VALIDATION,S6,minor,100
pooled,3,EQUINOX,VALIDATION,S6,trivial,23
pooled,3,EQUINOX,VALIDATION,S3,HIGH,434
pooled,3,EQUINOX,VALIDATION,S3,MEDIUM,1986
pooled,3,EQUINOX,VALIDATION,S3,LOW,123
pooled,3,EQUINOX,VALIDATION,S2,HIGH_IMPACT,434
pooled,3,EQUINOX,VALIDATION,S2,LOWER_IMPACT,2109
pooled,3,JDT,TRAINING,S6,blocker,267
pooled,3,JDT,TRAINING,S6,critical,976
pooled,3,JDT,TRAINING,S6,major,2699
pooled,3,JDT,TRAINING,S6,normal,25216
pooled,3,JDT,TRAINING,S6,minor,2061
pooled,3,JDT,TRAINING,S6,trivial,626
pooled,3,JDT,TRAINING,S3,HIGH,3942
pooled,3,JDT,TRAINING,S3,MEDIUM,25216
pooled,3,JDT,TRAINING,S3,LOW,2687
pooled,3,JDT,TRAINING,S2,HIGH_IMPACT,3942
pooled,3,JDT,TRAINING,S2,LOWER_IMPACT,27903
pooled,3,JDT,VALIDATION,S6,blocker,70
pooled,3,JDT,VALIDATION,S6,critical,212
pooled,3,JDT,VALIDATION,S6,major,829
pooled,3,JDT,VALIDATION,S6,normal,7827
pooled,3,JDT,VALIDATION,S6,minor,784
pooled,3,JDT,VALIDATION,S6,trivial,287
pooled,3,JDT,VALIDATION,S3,HIGH,1111
pooled,3,JDT,VALIDATION,S3,MEDIUM,7827
pooled,3,JDT,VALIDATION,S3,LOW,1071
pooled,3,JDT,VALIDATION,S2,HIGH_IMPACT,1111
pooled,3,JDT,VALIDATION,S2,LOWER_IMPACT,8898
pooled,3,PDE,TRAINING,S6,blocker,114
pooled,3,PDE,TRAINING,S6,critical,305
pooled,3,PDE,TRAINING,S6,major,788
pooled,3,PDE,TRAINING,S6,normal,7691
pooled,3,PDE,TRAINING,S6,minor,341
pooled,3,PDE,TRAINING,S6,trivial,116
pooled,3,PDE,TRAINING,S3,HIGH,1207
pooled,3,PDE,TRAINING,S3,MEDIUM,7691
pooled,3,PDE,TRAINING,S3,LOW,457
pooled,3,PDE,TRAINING,S2,HIGH_IMPACT,1207
pooled,3,PDE,TRAINING,S2,LOWER_IMPACT,8148
pooled,3,PDE,VALIDATION,S6,blocker,12
pooled,3,PDE,VALIDATION,S6,critical,63
pooled,3,PDE,VALIDATION,S6,major,335
pooled,3,PDE,VALIDATION,S6,normal,2423
pooled,3,PDE,VALIDATION,S6,minor,118
pooled,3,PDE,VALIDATION,S6,trivial,82
pooled,3,PDE,VALIDATION,S3,HIGH,410
pooled,3,PDE,VALIDATION,S3,MEDIUM,2423
pooled,3,PDE,VALIDATION,S3,LOW,200
pooled,3,PDE,VALIDATION,S2,HIGH_IMPACT,410
pooled,3,PDE,VALIDATION,S2,LOWER_IMPACT,2623
pooled,3,PAPYRUS,TRAINING,S6,blocker,81
pooled,3,PAPYRUS,TRAINING,S6,critical,246
pooled,3,PAPYRUS,TRAINING,S6,major,787
pooled,3,PAPYRUS,TRAINING,S6,normal,5103
pooled,3,PAPYRUS,TRAINING,S6,minor,248
pooled,3,PAPYRUS,TRAINING,S6,trivial,81
pooled,3,PAPYRUS,TRAINING,S3,HIGH,1114
pooled,3,PAPYRUS,TRAINING,S3,MEDIUM,5103
pooled,3,PAPYRUS,TRAINING,S3,LOW,329
pooled,3,PAPYRUS,TRAINING,S2,HIGH_IMPACT,1114
pooled,3,PAPYRUS,TRAINING,S2,LOWER_IMPACT,5432
pooled,3,PAPYRUS,VALIDATION,S6,blocker,20
pooled,3,PAPYRUS,VALIDATION,S6,critical,68
pooled,3,PAPYRUS,VALIDATION,S6,major,189
pooled,3,PAPYRUS,VALIDATION,S6,normal,1804
pooled,3,PAPYRUS,VALIDATION,S6,minor,58
pooled,3,PAPYRUS,VALIDATION,S6,trivial,27
pooled,3,PAPYRUS,VALIDATION,S3,HIGH,277
pooled,3,PAPYRUS,VALIDATION,S3,MEDIUM,1804
pooled,3,PAPYRUS,VALIDATION,S3,LOW,85
pooled,3,PAPYRUS,VALIDATION,S2,HIGH_IMPACT,277
pooled,3,PAPYRUS,VALIDATION,S2,LOWER_IMPACT,1889
pooled,3,PLATFORM,TRAINING,S6,blocker,1015
pooled,3,PLATFORM,TRAINING,S6,critical,2582
pooled,3,PLATFORM,TRAINING,S6,major,6904
pooled,3,PLATFORM,TRAINING,S6,normal,49717
pooled,3,PLATFORM,TRAINING,S6,minor,2744
pooled,3,PLATFORM,TRAINING,S6,trivial,1119
pooled,3,PLATFORM,TRAINING,S3,HIGH,10501
pooled,3,PLATFORM,TRAINING,S3,MEDIUM,49717
pooled,3,PLATFORM,TRAINING,S3,LOW,3863
pooled,3,PLATFORM,TRAINING,S2,HIGH_IMPACT,10501
pooled,3,PLATFORM,TRAINING,S2,LOWER_IMPACT,53580
pooled,3,PLATFORM,VALIDATION,S6,blocker,206
pooled,3,PLATFORM,VALIDATION,S6,critical,792
pooled,3,PLATFORM,VALIDATION,S6,major,2175
pooled,3,PLATFORM,VALIDATION,S6,normal,15700
pooled,3,PLATFORM,VALIDATION,S6,minor,1076
pooled,3,PLATFORM,VALIDATION,S6,trivial,496
pooled,3,PLATFORM,VALIDATION,S3,HIGH,3173
pooled,3,PLATFORM,VALIDATION,S3,MEDIUM,15700
pooled,3,PLATFORM,VALIDATION,S3,LOW,1572
pooled,3,PLATFORM,VALIDATION,S2,HIGH_IMPACT,3173
pooled,3,PLATFORM,VALIDATION,S2,LOWER_IMPACT,17272
pooled,3,TPTP,TRAINING,S6,blocker,301
pooled,3,TPTP,TRAINING,S6,critical,522
pooled,3,TPTP,TRAINING,S6,major,1079
pooled,3,TPTP,TRAINING,S6,normal,3616
pooled,3,TPTP,TRAINING,S6,minor,137
pooled,3,TPTP,TRAINING,S6,trivial,19
pooled,3,TPTP,TRAINING,S3,HIGH,1902
pooled,3,TPTP,TRAINING,S3,MEDIUM,3616
pooled,3,TPTP,TRAINING,S3,LOW,156
pooled,3,TPTP,TRAINING,S2,HIGH_IMPACT,1902
pooled,3,TPTP,TRAINING,S2,LOWER_IMPACT,3772
pooled,3,TPTP,VALIDATION,S6,blocker,153
pooled,3,TPTP,VALIDATION,S6,critical,309
pooled,3,TPTP,VALIDATION,S6,major,386
pooled,3,TPTP,VALIDATION,S6,normal,954
pooled,3,TPTP,VALIDATION,S6,minor,16
pooled,3,TPTP,VALIDATION,S6,trivial,4
pooled,3,TPTP,VALIDATION,S3,HIGH,848
pooled,3,TPTP,VALIDATION,S3,MEDIUM,954
pooled,3,TPTP,VALIDATION,S3,LOW,20
pooled,3,TPTP,VALIDATION,S2,HIGH_IMPACT,848
pooled,3,TPTP,VALIDATION,S2,LOWER_IMPACT,974
